Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season
5,6,Wind,231,Saturday,August,Summer
21,22,Wind,231,Saturday,August,Summer
17,18,Solar,231,Saturday,August,Summer
18,19,Solar,231,Saturday,August,Summer
19,20,Wind,231,Saturday,August,Summer
1,2,Wind,232,Sunday,August,Summer
3,4,Wind,232,Sunday,August,Summer
11,12,Solar,232,Sunday,August,Summer
13,14,Solar,232,Sunday,August,Summer
22,23,Wind,232,Sunday,August,Summer
19,20,Wind,232,Sunday,August,Summer
4,5,Wind,232,Sunday,August,Summer
6,7,Wind,232,Sunday,August,Summer
2,3,Wind,232,Sunday,August,Summer
5,6,Wind,232,Sunday,August,Summer
21,22,Wind,232,Sunday,August,Summer
12,13,Solar,232,Sunday,August,Summer
20,21,Wind,232,Sunday,August,Summer
23,0,Wind,232,Sunday,August,Summer
18,19,Solar,232,Sunday,August,Summer
10,11,Solar,232,Sunday,August,Summer
16,17,Solar,232,Sunday,August,Summer
9,10,Solar,232,Sunday,August,Summer
8,9,Solar,232,Sunday,August,Summer
17,18,Solar,232,Sunday,August,Summer
7,8,Wind,232,Sunday,August,Summer
15,16,Solar,232,Sunday,August,Summer
0,1,Wind,232,Sunday,August,Summer
14,15,Solar,232,Sunday,August,Summer
22,23,Wind,233,Monday,August,Summer
19,20,Solar,233,Monday,August,Summer
18,19,Solar,233,Monday,August,Summer
2,3,Wind,233,Monday,August,Summer
17,18,Solar,233,Monday,August,Summer
4,5,Wind,233,Monday,August,Summer
8,9,Solar,233,Monday,August,Summer
5,6,Wind,233,Monday,August,Summer
9,10,Solar,233,Monday,August,Summer
15,16,Solar,233,Monday,August,Summer
0,1,Wind,233,Monday,August,Summer
14,15,Solar,233,Monday,August,Summer
12,13,Solar,233,Monday,August,Summer
20,21,Wind,233,Monday,August,Summer
13,14,Solar,233,Monday,August,Summer
11,12,Solar,233,Monday,August,Summer
7,8,Wind,233,Monday,August,Summer
6,7,Wind,233,Monday,August,Summer
10,11,Solar,233,Monday,August,Summer
3,4,Wind,233,Monday,August,Summer
21,22,Wind,233,Monday,August,Summer
23,0,Wind,233,Monday,August,Summer
16,17,Solar,233,Monday,August,Summer
1,2,Wind,233,Monday,August,Summer
20,21,Wind,234,Tuesday,August,Summer
21,22,Wind,234,Tuesday,August,Summer
23,0,Wind,234,Tuesday,August,Summer
19,20,Wind,234,Tuesday,August,Summer
18,19,Solar,234,Tuesday,August,Summer
11,12,Solar,234,Tuesday,August,Summer
8,9,Solar,234,Tuesday,August,Summer
22,23,Wind,234,Tuesday,August,Summer
2,3,Wind,234,Tuesday,August,Summer
15,16,Solar,234,Tuesday,August,Summer
16,17,Solar,234,Tuesday,August,Summer
14,15,Solar,234,Tuesday,August,Summer
12,13,Solar,234,Tuesday,August,Summer
10,11,Solar,234,Tuesday,August,Summer
7,8,Wind,234,Tuesday,August,Summer
0,1,Wind,234,Tuesday,August,Summer
1,2,Wind,234,Tuesday,August,Summer
5,6,Wind,234,Tuesday,August,Summer
4,5,Wind,234,Tuesday,August,Summer
17,18,Solar,234,Tuesday,August,Summer
13,14,Solar,234,Tuesday,August,Summer
6,7,Wind,234,Tuesday,August,Summer
3,4,Wind,234,Tuesday,August,Summer
9,10,Solar,234,Tuesday,August,Summer
13,14,Solar,235,Wednesday,August,Summer
5,6,Wind,235,Wednesday,August,Summer
8,9,Solar,235,Wednesday,August,Summer
22,23,Wind,235,Wednesday,August,Summer
0,1,Wind,235,Wednesday,August,Summer
1,2,Wind,235,Wednesday,August,Summer
21,22,Wind,235,Wednesday,August,Summer
16,17,Solar,235,Wednesday,August,Summer
9,10,Solar,235,Wednesday,August,Summer
4,5,Wind,235,Wednesday,August,Summer
20,21,Wind,235,Wednesday,August,Summer
15,16,Solar,235,Wednesday,August,Summer
14,15,Solar,235,Wednesday,August,Summer
11,12,Solar,235,Wednesday,August,Summer
18,19,Solar,235,Wednesday,August,Summer
19,20,Wind,235,Wednesday,August,Summer
17,18,Solar,235,Wednesday,August,Summer
3,4,Wind,235,Wednesday,August,Summer
6,7,Wind,235,Wednesday,August,Summer
7,8,Wind,235,Wednesday,August,Summer
2,3,Wind,235,Wednesday,August,Summer
12,13,Solar,235,Wednesday,August,Summer
23,0,Wind,235,Wednesday,August,Summer
10,11,Solar,235,Wednesday,August,Summer
0,1,Wind,236,Thursday,August,Summer
21,22,Wind,236,Thursday,August,Summer
8,9,Wind,236,Thursday,August,Summer
2,3,Wind,236,Thursday,August,Summer
9,10,Wind,236,Thursday,August,Summer
18,19,Wind,236,Thursday,August,Summer
22,23,Wind,236,Thursday,August,Summer
13,14,Wind,236,Thursday,August,Summer
10,11,Solar,236,Thursday,August,Summer
1,2,Wind,236,Thursday,August,Summer
7,8,Wind,236,Thursday,August,Summer
12,13,Wind,236,Thursday,August,Summer
17,18,Wind,236,Thursday,August,Summer
19,20,Wind,236,Thursday,August,Summer
20,21,Wind,236,Thursday,August,Summer
3,4,Wind,236,Thursday,August,Summer
15,16,Wind,236,Thursday,August,Summer
23,0,Wind,236,Thursday,August,Summer
16,17,Wind,236,Thursday,August,Summer
6,7,Wind,236,Thursday,August,Summer
11,12,Solar,236,Thursday,August,Summer
14,15,Wind,236,Thursday,August,Summer
5,6,Wind,236,Thursday,August,Summer
4,5,Wind,236,Thursday,August,Summer
22,23,Wind,237,Friday,August,Summer
18,19,Wind,237,Friday,August,Summer
19,20,Wind,237,Friday,August,Summer
14,15,Wind,237,Friday,August,Summer
16,17,Wind,237,Friday,August,Summer
2,3,Wind,237,Friday,August,Summer
11,12,Wind,237,Friday,August,Summer
15,16,Wind,237,Friday,August,Summer
13,14,Wind,237,Friday,August,Summer
17,18,Wind,237,Friday,August,Summer
4,5,Wind,237,Friday,August,Summer
7,8,Wind,237,Friday,August,Summer
6,7,Wind,237,Friday,August,Summer
1,2,Wind,237,Friday,August,Summer
10,11,Wind,237,Friday,August,Summer
0,1,Wind,237,Friday,August,Summer
12,13,Wind,237,Friday,August,Summer
9,10,Wind,237,Friday,August,Summer
23,0,Wind,237,Friday,August,Summer
21,22,Wind,237,Friday,August,Summer
5,6,Wind,237,Friday,August,Summer
8,9,Wind,237,Friday,August,Summer
20,21,Wind,237,Friday,August,Summer
3,4,Wind,237,Friday,August,Summer
23,0,Wind,238,Saturday,August,Summer
21,22,Wind,238,Saturday,August,Summer
20,21,Wind,238,Saturday,August,Summer
17,18,Wind,238,Saturday,August,Summer
11,12,Wind,238,Saturday,August,Summer
10,11,Wind,238,Saturday,August,Summer
2,3,Wind,238,Saturday,August,Summer
16,17,Solar,238,Saturday,August,Summer
15,16,Solar,238,Saturday,August,Summer
5,6,Wind,238,Saturday,August,Summer
1,2,Wind,238,Saturday,August,Summer
8,9,Wind,238,Saturday,August,Summer
0,1,Wind,238,Saturday,August,Summer
3,4,Wind,238,Saturday,August,Summer
18,19,Wind,238,Saturday,August,Summer
19,20,Wind,238,Saturday,August,Summer
7,8,Wind,238,Saturday,August,Summer
13,14,Solar,238,Saturday,August,Summer
4,5,Wind,238,Saturday,August,Summer
6,7,Wind,238,Saturday,August,Summer
12,13,Solar,238,Saturday,August,Summer
14,15,Solar,238,Saturday,August,Summer
9,10,Wind,238,Saturday,August,Summer
22,23,Wind,238,Saturday,August,Summer
7,8,Wind,239,Sunday,August,Summer
17,18,Wind,239,Sunday,August,Summer
21,22,Wind,239,Sunday,August,Summer
1,2,Wind,239,Sunday,August,Summer
10,11,Wind,239,Sunday,August,Summer
14,15,Wind,239,Sunday,August,Summer
12,13,Wind,239,Sunday,August,Summer
2,3,Wind,239,Sunday,August,Summer
13,14,Wind,239,Sunday,August,Summer
20,21,Wind,239,Sunday,August,Summer
16,17,Wind,239,Sunday,August,Summer
15,16,Wind,239,Sunday,August,Summer
22,23,Wind,239,Sunday,August,Summer
9,10,Wind,239,Sunday,August,Summer
4,5,Wind,239,Sunday,August,Summer
6,7,Wind,239,Sunday,August,Summer
8,9,Wind,239,Sunday,August,Summer
5,6,Wind,239,Sunday,August,Summer
18,19,Wind,239,Sunday,August,Summer
0,1,Wind,239,Sunday,August,Summer
23,0,Wind,239,Sunday,August,Summer
3,4,Wind,239,Sunday,August,Summer
19,20,Wind,239,Sunday,August,Summer
11,12,Wind,239,Sunday,August,Summer
4,5,Wind,240,Monday,August,Summer
9,10,Wind,240,Monday,August,Summer
17,18,Wind,240,Monday,August,Summer
19,20,Wind,240,Monday,August,Summer
21,22,Wind,240,Monday,August,Summer
12,13,Solar,240,Monday,August,Summer
15,16,Solar,240,Monday,August,Summer
23,0,Wind,240,Monday,August,Summer
20,21,Wind,240,Monday,August,Summer
2,3,Wind,240,Monday,August,Summer
1,2,Wind,240,Monday,August,Summer
16,17,Solar,240,Monday,August,Summer
0,1,Wind,240,Monday,August,Summer
13,14,Solar,240,Monday,August,Summer
11,12,Solar,240,Monday,August,Summer
18,19,Wind,240,Monday,August,Summer
5,6,Wind,240,Monday,August,Summer
14,15,Solar,240,Monday,August,Summer
22,23,Wind,240,Monday,August,Summer
10,11,Solar,240,Monday,August,Summer
8,9,Wind,240,Monday,August,Summer
3,4,Wind,240,Monday,August,Summer
7,8,Wind,240,Monday,August,Summer
6,7,Wind,240,Monday,August,Summer
8,9,Wind,241,Tuesday,August,Summer
10,11,Solar,241,Tuesday,August,Summer
13,14,Solar,241,Tuesday,August,Summer
6,7,Wind,241,Tuesday,August,Summer
9,10,Solar,241,Tuesday,August,Summer
2,3,Wind,241,Tuesday,August,Summer
1,2,Wind,241,Tuesday,August,Summer
12,13,Solar,241,Tuesday,August,Summer
3,4,Wind,241,Tuesday,August,Summer
0,1,Wind,241,Tuesday,August,Summer
7,8,Wind,241,Tuesday,August,Summer
17,18,Solar,241,Tuesday,August,Summer
16,17,Solar,241,Tuesday,August,Summer
23,0,Wind,241,Tuesday,August,Summer
5,6,Wind,241,Tuesday,August,Summer
20,21,Wind,241,Tuesday,August,Summer
14,15,Solar,241,Tuesday,August,Summer
21,22,Wind,241,Tuesday,August,Summer
22,23,Wind,241,Tuesday,August,Summer
11,12,Solar,241,Tuesday,August,Summer
19,20,Wind,241,Tuesday,August,Summer
18,19,Wind,241,Tuesday,August,Summer
15,16,Solar,241,Tuesday,August,Summer
4,5,Wind,241,Tuesday,August,Summer
3,4,Wind,242,Wednesday,August,Summer
6,7,Wind,242,Wednesday,August,Summer
9,10,Wind,242,Wednesday,August,Summer
21,22,Wind,242,Wednesday,August,Summer
20,21,Wind,242,Wednesday,August,Summer
19,20,Wind,242,Wednesday,August,Summer
7,8,Wind,242,Wednesday,August,Summer
1,2,Wind,242,Wednesday,August,Summer
13,14,Solar,242,Wednesday,August,Summer
14,15,Solar,242,Wednesday,August,Summer
11,12,Solar,242,Wednesday,August,Summer
4,5,Wind,242,Wednesday,August,Summer
17,18,Wind,242,Wednesday,August,Summer
16,17,Wind,242,Wednesday,August,Summer
18,19,Wind,242,Wednesday,August,Summer
2,3,Wind,242,Wednesday,August,Summer
12,13,Solar,242,Wednesday,August,Summer
23,0,Wind,242,Wednesday,August,Summer
0,1,Wind,242,Wednesday,August,Summer
15,16,Wind,242,Wednesday,August,Summer
5,6,Wind,242,Wednesday,August,Summer
10,11,Solar,242,Wednesday,August,Summer
22,23,Wind,242,Wednesday,August,Summer
8,9,Wind,242,Wednesday,August,Summer
23,0,Wind,243,Thursday,August,Summer
17,18,Wind,243,Thursday,August,Summer
14,15,Solar,243,Thursday,August,Summer
19,20,Wind,243,Thursday,August,Summer
16,17,Wind,243,Thursday,August,Summer
12,13,Solar,243,Thursday,August,Summer
18,19,Wind,243,Thursday,August,Summer
21,22,Wind,243,Thursday,August,Summer
1,2,Wind,243,Thursday,August,Summer
22,23,Wind,243,Thursday,August,Summer
7,8,Wind,243,Thursday,August,Summer
6,7,Wind,243,Thursday,August,Summer
9,10,Wind,243,Thursday,August,Summer
10,11,Solar,243,Thursday,August,Summer
2,3,Wind,243,Thursday,August,Summer
3,4,Wind,243,Thursday,August,Summer
5,6,Wind,243,Thursday,August,Summer
11,12,Solar,243,Thursday,August,Summer
0,1,Wind,243,Thursday,August,Summer
8,9,Wind,243,Thursday,August,Summer
15,16,Wind,243,Thursday,August,Summer
13,14,Solar,243,Thursday,August,Summer
4,5,Wind,243,Thursday,August,Summer
20,21,Wind,243,Thursday,August,Summer
3,4,Wind,244,Friday,September,Fall
12,13,Solar,244,Friday,September,Fall
20,21,Wind,244,Friday,September,Fall
6,7,Wind,244,Friday,September,Fall
5,6,Wind,244,Friday,September,Fall
13,14,Solar,244,Friday,September,Fall
16,17,Solar,244,Friday,September,Fall
0,1,Wind,244,Friday,September,Fall
7,8,Wind,244,Friday,September,Fall
2,3,Wind,244,Friday,September,Fall
11,12,Solar,244,Friday,September,Fall
10,11,Wind,244,Friday,September,Fall
14,15,Solar,244,Friday,September,Fall
21,22,Wind,244,Friday,September,Fall
9,10,Wind,244,Friday,September,Fall
8,9,Wind,244,Friday,September,Fall
15,16,Solar,244,Friday,September,Fall
23,0,Wind,244,Friday,September,Fall
4,5,Wind,244,Friday,September,Fall
1,2,Wind,244,Friday,September,Fall
19,20,Wind,244,Friday,September,Fall
18,19,Solar,244,Friday,September,Fall
22,23,Wind,244,Friday,September,Fall
17,18,Solar,244,Friday,September,Fall
4,5,Wind,245,Saturday,September,Fall
3,4,Wind,245,Saturday,September,Fall
0,1,Wind,245,Saturday,September,Fall
15,16,Solar,245,Saturday,September,Fall
1,2,Wind,245,Saturday,September,Fall
2,3,Wind,245,Saturday,September,Fall
18,19,Wind,245,Saturday,September,Fall
22,23,Wind,245,Saturday,September,Fall
20,21,Wind,245,Saturday,September,Fall
5,6,Wind,245,Saturday,September,Fall
12,13,Solar,245,Saturday,September,Fall
19,20,Wind,245,Saturday,September,Fall
16,17,Solar,245,Saturday,September,Fall
8,9,Wind,245,Saturday,September,Fall
17,18,Solar,245,Saturday,September,Fall
10,11,Solar,245,Saturday,September,Fall
6,7,Wind,245,Saturday,September,Fall
9,10,Solar,245,Saturday,September,Fall
11,12,Solar,245,Saturday,September,Fall
21,22,Wind,245,Saturday,September,Fall
14,15,Solar,245,Saturday,September,Fall
23,0,Wind,245,Saturday,September,Fall
7,8,Wind,245,Saturday,September,Fall
13,14,Solar,245,Saturday,September,Fall
21,22,Wind,246,Sunday,September,Fall
18,19,Wind,246,Sunday,September,Fall
15,16,Solar,246,Sunday,September,Fall
17,18,Wind,246,Sunday,September,Fall
14,15,Solar,246,Sunday,September,Fall
22,23,Wind,246,Sunday,September,Fall
23,0,Wind,246,Sunday,September,Fall
12,13,Solar,246,Sunday,September,Fall
6,7,Wind,246,Sunday,September,Fall
16,17,Solar,246,Sunday,September,Fall
2,3,Wind,246,Sunday,September,Fall
4,5,Wind,246,Sunday,September,Fall
7,8,Wind,246,Sunday,September,Fall
1,2,Wind,246,Sunday,September,Fall
5,6,Wind,246,Sunday,September,Fall
8,9,Wind,246,Sunday,September,Fall
19,20,Wind,246,Sunday,September,Fall
20,21,Wind,246,Sunday,September,Fall
11,12,Solar,246,Sunday,September,Fall
13,14,Solar,246,Sunday,September,Fall
0,1,Wind,246,Sunday,September,Fall
3,4,Wind,246,Sunday,September,Fall
10,11,Solar,246,Sunday,September,Fall
9,10,Solar,246,Sunday,September,Fall
19,20,Wind,247,Monday,September,Fall
12,13,Solar,247,Monday,September,Fall
13,14,Solar,247,Monday,September,Fall
20,21,Wind,247,Monday,September,Fall
17,18,Wind,247,Monday,September,Fall
18,19,Wind,247,Monday,September,Fall
10,11,Solar,247,Monday,September,Fall
22,23,Wind,247,Monday,September,Fall
6,7,Wind,247,Monday,September,Fall
14,15,Solar,247,Monday,September,Fall
16,17,Wind,247,Monday,September,Fall
11,12,Solar,247,Monday,September,Fall
3,4,Wind,247,Monday,September,Fall
7,8,Wind,247,Monday,September,Fall
1,2,Wind,247,Monday,September,Fall
23,0,Wind,247,Monday,September,Fall
2,3,Wind,247,Monday,September,Fall
21,22,Wind,247,Monday,September,Fall
5,6,Wind,247,Monday,September,Fall
15,16,Solar,247,Monday,September,Fall
4,5,Wind,247,Monday,September,Fall
0,1,Wind,247,Monday,September,Fall
8,9,Wind,247,Monday,September,Fall
9,10,Wind,247,Monday,September,Fall
8,9,Wind,248,Tuesday,September,Fall
1,2,Wind,248,Tuesday,September,Fall
23,0,Wind,248,Tuesday,September,Fall
19,20,Wind,248,Tuesday,September,Fall
17,18,Solar,248,Tuesday,September,Fall
2,3,Wind,248,Tuesday,September,Fall
22,23,Wind,248,Tuesday,September,Fall
7,8,Wind,248,Tuesday,September,Fall
14,15,Solar,248,Tuesday,September,Fall
21,22,Wind,248,Tuesday,September,Fall
18,19,Solar,248,Tuesday,September,Fall
20,21,Wind,248,Tuesday,September,Fall
0,1,Wind,248,Tuesday,September,Fall
9,10,Wind,248,Tuesday,September,Fall
13,14,Solar,248,Tuesday,September,Fall
11,12,Solar,248,Tuesday,September,Fall
6,7,Wind,248,Tuesday,September,Fall
3,4,Wind,248,Tuesday,September,Fall
4,5,Wind,248,Tuesday,September,Fall
10,11,Solar,248,Tuesday,September,Fall
16,17,Solar,248,Tuesday,September,Fall
5,6,Wind,248,Tuesday,September,Fall
15,16,Solar,248,Tuesday,September,Fall
12,13,Solar,248,Tuesday,September,Fall
16,17,Solar,249,Wednesday,September,Fall
17,18,Solar,249,Wednesday,September,Fall
1,2,Wind,249,Wednesday,September,Fall
9,10,Solar,249,Wednesday,September,Fall
21,22,Wind,249,Wednesday,September,Fall
10,11,Solar,249,Wednesday,September,Fall
11,12,Solar,249,Wednesday,September,Fall
20,21,Wind,249,Wednesday,September,Fall
23,0,Wind,249,Wednesday,September,Fall
4,5,Wind,249,Wednesday,September,Fall
12,13,Solar,249,Wednesday,September,Fall
8,9,Wind,249,Wednesday,September,Fall
13,14,Solar,249,Wednesday,September,Fall
6,7,Wind,249,Wednesday,September,Fall
15,16,Solar,249,Wednesday,September,Fall
7,8,Wind,249,Wednesday,September,Fall
18,19,Solar,249,Wednesday,September,Fall
5,6,Wind,249,Wednesday,September,Fall
3,4,Wind,249,Wednesday,September,Fall
19,20,Wind,249,Wednesday,September,Fall
22,23,Wind,249,Wednesday,September,Fall
0,1,Wind,249,Wednesday,September,Fall
2,3,Wind,249,Wednesday,September,Fall
14,15,Solar,249,Wednesday,September,Fall
3,4,Wind,250,Thursday,September,Fall
20,21,Wind,250,Thursday,September,Fall
4,5,Wind,250,Thursday,September,Fall
19,20,Wind,250,Thursday,September,Fall
18,19,Solar,250,Thursday,September,Fall
23,0,Wind,250,Thursday,September,Fall
8,9,Wind,250,Thursday,September,Fall
17,18,Solar,250,Thursday,September,Fall
12,13,Solar,250,Thursday,September,Fall
21,22,Wind,250,Thursday,September,Fall
5,6,Wind,250,Thursday,September,Fall
1,2,Wind,250,Thursday,September,Fall
9,10,Solar,250,Thursday,September,Fall
0,1,Wind,250,Thursday,September,Fall
7,8,Wind,250,Thursday,September,Fall
10,11,Solar,250,Thursday,September,Fall
2,3,Wind,250,Thursday,September,Fall
13,14,Solar,250,Thursday,September,Fall
15,16,Solar,250,Thursday,September,Fall
16,17,Solar,250,Thursday,September,Fall
22,23,Wind,250,Thursday,September,Fall
6,7,Wind,250,Thursday,September,Fall
14,15,Solar,250,Thursday,September,Fall
11,12,Solar,250,Thursday,September,Fall
23,0,Wind,251,Friday,September,Fall
5,6,Wind,251,Friday,September,Fall
16,17,Solar,251,Friday,September,Fall
14,15,Solar,251,Friday,September,Fall
1,2,Wind,251,Friday,September,Fall
15,16,Solar,251,Friday,September,Fall
18,19,Solar,251,Friday,September,Fall
6,7,Wind,251,Friday,September,Fall
20,21,Wind,251,Friday,September,Fall
12,13,Solar,251,Friday,September,Fall
0,1,Wind,251,Friday,September,Fall
19,20,Wind,251,Friday,September,Fall
10,11,Solar,251,Friday,September,Fall
11,12,Solar,251,Friday,September,Fall
17,18,Solar,251,Friday,September,Fall
22,23,Wind,251,Friday,September,Fall
7,8,Wind,251,Friday,September,Fall
2,3,Wind,251,Friday,September,Fall
8,9,Wind,251,Friday,September,Fall
4,5,Wind,251,Friday,September,Fall
3,4,Wind,251,Friday,September,Fall
13,14,Solar,251,Friday,September,Fall
21,22,Wind,251,Friday,September,Fall
9,10,Solar,251,Friday,September,Fall
9,10,Solar,252,Saturday,September,Fall
8,9,Wind,252,Saturday,September,Fall
7,8,Wind,252,Saturday,September,Fall
15,16,Solar,252,Saturday,September,Fall
1,2,Wind,252,Saturday,September,Fall
19,20,Wind,252,Saturday,September,Fall
4,5,Wind,252,Saturday,September,Fall
2,3,Wind,252,Saturday,September,Fall
10,11,Solar,252,Saturday,September,Fall
18,19,Solar,252,Saturday,September,Fall
5,6,Wind,252,Saturday,September,Fall
21,22,Wind,252,Saturday,September,Fall
20,21,Wind,252,Saturday,September,Fall
22,23,Wind,252,Saturday,September,Fall
0,1,Wind,252,Saturday,September,Fall
13,14,Solar,252,Saturday,September,Fall
11,12,Solar,252,Saturday,September,Fall
12,13,Solar,252,Saturday,September,Fall
23,0,Wind,252,Saturday,September,Fall
14,15,Solar,252,Saturday,September,Fall
3,4,Wind,252,Saturday,September,Fall
6,7,Wind,252,Saturday,September,Fall
16,17,Solar,252,Saturday,September,Fall
17,18,Solar,252,Saturday,September,Fall
16,17,Solar,253,Sunday,September,Fall
3,4,Wind,253,Sunday,September,Fall
7,8,Wind,253,Sunday,September,Fall
20,21,Wind,253,Sunday,September,Fall
15,16,Solar,253,Sunday,September,Fall
14,15,Solar,253,Sunday,September,Fall
6,7,Wind,253,Sunday,September,Fall
18,19,Solar,253,Sunday,September,Fall
11,12,Solar,253,Sunday,September,Fall
9,10,Solar,253,Sunday,September,Fall
13,14,Solar,253,Sunday,September,Fall
19,20,Wind,253,Sunday,September,Fall
0,1,Wind,253,Sunday,September,Fall
1,2,Wind,253,Sunday,September,Fall
2,3,Wind,253,Sunday,September,Fall
23,0,Wind,253,Sunday,September,Fall
12,13,Solar,253,Sunday,September,Fall
8,9,Wind,253,Sunday,September,Fall
4,5,Wind,253,Sunday,September,Fall
5,6,Wind,253,Sunday,September,Fall
21,22,Wind,253,Sunday,September,Fall
10,11,Solar,253,Sunday,September,Fall
17,18,Solar,253,Sunday,September,Fall
22,23,Wind,253,Sunday,September,Fall
5,6,Wind,254,Monday,September,Fall
11,12,Solar,254,Monday,September,Fall
4,5,Wind,254,Monday,September,Fall
9,10,Solar,254,Monday,September,Fall
6,7,Wind,254,Monday,September,Fall
23,0,Wind,254,Monday,September,Fall
2,3,Wind,254,Monday,September,Fall
3,4,Wind,254,Monday,September,Fall
15,16,Solar,254,Monday,September,Fall
14,15,Solar,254,Monday,September,Fall
10,11,Solar,254,Monday,September,Fall
8,9,Wind,254,Monday,September,Fall
17,18,Solar,254,Monday,September,Fall
7,8,Wind,254,Monday,September,Fall
21,22,Wind,254,Monday,September,Fall
1,2,Wind,254,Monday,September,Fall
0,1,Wind,254,Monday,September,Fall
12,13,Solar,254,Monday,September,Fall
16,17,Solar,254,Monday,September,Fall
20,21,Wind,254,Monday,September,Fall
19,20,Wind,254,Monday,September,Fall
18,19,Solar,254,Monday,September,Fall
13,14,Solar,254,Monday,September,Fall
22,23,Wind,254,Monday,September,Fall
18,19,Wind,255,Tuesday,September,Fall
20,21,Wind,255,Tuesday,September,Fall
5,6,Wind,255,Tuesday,September,Fall
4,5,Wind,255,Tuesday,September,Fall
1,2,Wind,255,Tuesday,September,Fall
6,7,Wind,255,Tuesday,September,Fall
3,4,Wind,255,Tuesday,September,Fall
7,8,Wind,255,Tuesday,September,Fall
0,1,Wind,255,Tuesday,September,Fall
9,10,Solar,255,Tuesday,September,Fall
17,18,Solar,255,Tuesday,September,Fall
10,11,Solar,255,Tuesday,September,Fall
11,12,Solar,255,Tuesday,September,Fall
14,15,Solar,255,Tuesday,September,Fall
2,3,Wind,255,Tuesday,September,Fall
21,22,Wind,255,Tuesday,September,Fall
15,16,Solar,255,Tuesday,September,Fall
22,23,Wind,255,Tuesday,September,Fall
16,17,Solar,255,Tuesday,September,Fall
23,0,Wind,255,Tuesday,September,Fall
8,9,Solar,255,Tuesday,September,Fall
12,13,Solar,255,Tuesday,September,Fall
13,14,Solar,255,Tuesday,September,Fall
19,20,Wind,255,Tuesday,September,Fall
9,10,Solar,256,Wednesday,September,Fall
5,6,Wind,256,Wednesday,September,Fall
23,0,Wind,256,Wednesday,September,Fall
6,7,Wind,256,Wednesday,September,Fall
10,11,Solar,256,Wednesday,September,Fall
21,22,Wind,256,Wednesday,September,Fall
3,4,Wind,256,Wednesday,September,Fall
20,21,Wind,256,Wednesday,September,Fall
14,15,Solar,256,Wednesday,September,Fall
22,23,Wind,256,Wednesday,September,Fall
15,16,Solar,256,Wednesday,September,Fall
19,20,Wind,256,Wednesday,September,Fall
8,9,Wind,256,Wednesday,September,Fall
2,3,Wind,256,Wednesday,September,Fall
16,17,Solar,256,Wednesday,September,Fall
12,13,Solar,256,Wednesday,September,Fall
1,2,Wind,256,Wednesday,September,Fall
0,1,Wind,256,Wednesday,September,Fall
18,19,Solar,256,Wednesday,September,Fall
17,18,Solar,256,Wednesday,September,Fall
13,14,Solar,256,Wednesday,September,Fall
11,12,Solar,256,Wednesday,September,Fall
7,8,Wind,256,Wednesday,September,Fall
4,5,Wind,256,Wednesday,September,Fall
7,8,Wind,257,Thursday,September,Fall
14,15,Solar,257,Thursday,September,Fall
5,6,Wind,257,Thursday,September,Fall
19,20,Wind,257,Thursday,September,Fall
20,21,Wind,257,Thursday,September,Fall
15,16,Solar,257,Thursday,September,Fall
10,11,Solar,257,Thursday,September,Fall
21,22,Wind,257,Thursday,September,Fall
13,14,Solar,257,Thursday,September,Fall
23,0,Wind,257,Thursday,September,Fall
1,2,Wind,257,Thursday,September,Fall
9,10,Solar,257,Thursday,September,Fall
3,4,Wind,257,Thursday,September,Fall
18,19,Solar,257,Thursday,September,Fall
17,18,Solar,257,Thursday,September,Fall
6,7,Wind,257,Thursday,September,Fall
4,5,Wind,257,Thursday,September,Fall
11,12,Solar,257,Thursday,September,Fall
2,3,Wind,257,Thursday,September,Fall
12,13,Solar,257,Thursday,September,Fall
16,17,Solar,257,Thursday,September,Fall
8,9,Solar,257,Thursday,September,Fall
0,1,Wind,257,Thursday,September,Fall
22,23,Wind,257,Thursday,September,Fall
8,9,Wind,258,Friday,September,Fall
10,11,Solar,258,Friday,September,Fall
12,13,Solar,258,Friday,September,Fall
13,14,Solar,258,Friday,September,Fall
0,1,Wind,258,Friday,September,Fall
11,12,Solar,258,Friday,September,Fall
16,17,Solar,258,Friday,September,Fall
3,4,Wind,258,Friday,September,Fall
18,19,Wind,258,Friday,September,Fall
15,16,Solar,258,Friday,September,Fall
6,7,Wind,258,Friday,September,Fall
22,23,Wind,258,Friday,September,Fall
21,22,Wind,258,Friday,September,Fall
14,15,Solar,258,Friday,September,Fall
2,3,Wind,258,Friday,September,Fall
7,8,Wind,258,Friday,September,Fall
23,0,Wind,258,Friday,September,Fall
20,21,Wind,258,Friday,September,Fall
9,10,Solar,258,Friday,September,Fall
19,20,Wind,258,Friday,September,Fall
4,5,Wind,258,Friday,September,Fall
1,2,Wind,258,Friday,September,Fall
5,6,Wind,258,Friday,September,Fall
17,18,Solar,258,Friday,September,Fall
14,15,Solar,259,Saturday,September,Fall
21,22,Wind,259,Saturday,September,Fall
23,0,Wind,259,Saturday,September,Fall
17,18,Solar,259,Saturday,September,Fall
3,4,Wind,259,Saturday,September,Fall
15,16,Solar,259,Saturday,September,Fall
5,6,Wind,259,Saturday,September,Fall
1,2,Wind,259,Saturday,September,Fall
16,17,Solar,259,Saturday,September,Fall
6,7,Wind,259,Saturday,September,Fall
20,21,Wind,259,Saturday,September,Fall
