Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season
10,11,Solar,173,Friday,June,Summer
20,21,Wind,173,Friday,June,Summer
9,10,Solar,173,Friday,June,Summer
8,9,Wind,173,Friday,June,Summer
3,4,Wind,173,Friday,June,Summer
0,1,Wind,173,Friday,June,Summer
2,3,Wind,173,Friday,June,Summer
4,5,Wind,173,Friday,June,Summer
15,16,Solar,173,Friday,June,Summer
18,19,Wind,173,Friday,June,Summer
19,20,Wind,173,Friday,June,Summer
7,8,Wind,173,Friday,June,Summer
1,2,Wind,173,Friday,June,Summer
23,0,Wind,173,Friday,June,Summer
22,23,Wind,173,Friday,June,Summer
21,22,Wind,173,Friday,June,Summer
13,14,Solar,173,Friday,June,Summer
17,18,Wind,173,Friday,June,Summer
6,7,Wind,173,Friday,June,Summer
12,13,Solar,173,Friday,June,Summer
5,6,Wind,173,Friday,June,Summer
11,12,Solar,173,Friday,June,Summer
14,15,Solar,173,Friday,June,Summer
9,10,Wind,174,Saturday,June,Summer
16,17,Wind,174,Saturday,June,Summer
22,23,Wind,174,Saturday,June,Summer
4,5,Wind,174,Saturday,June,Summer
6,7,Wind,174,Saturday,June,Summer
7,8,Wind,174,Saturday,June,Summer
14,15,Solar,174,Saturday,June,Summer
10,11,Wind,174,Saturday,June,Summer
11,12,Solar,174,Saturday,June,Summer
0,1,Wind,174,Saturday,June,Summer
19,20,Wind,174,Saturday,June,Summer
17,18,Wind,174,Saturday,June,Summer
23,0,Wind,174,Saturday,June,Summer
8,9,Wind,174,Saturday,June,Summer
2,3,Wind,174,Saturday,June,Summer
20,21,Wind,174,Saturday,June,Summer
15,16,Wind,174,Saturday,June,Summer
21,22,Wind,174,Saturday,June,Summer
3,4,Wind,174,Saturday,June,Summer
5,6,Wind,174,Saturday,June,Summer
1,2,Wind,174,Saturday,June,Summer
12,13,Solar,174,Saturday,June,Summer
18,19,Wind,174,Saturday,June,Summer
13,14,Solar,174,Saturday,June,Summer
11,12,Solar,175,Sunday,June,Summer
2,3,Wind,175,Sunday,June,Summer
5,6,Wind,175,Sunday,June,Summer
1,2,Wind,175,Sunday,June,Summer
4,5,Wind,175,Sunday,June,Summer
13,14,Solar,175,Sunday,June,Summer
14,15,Solar,175,Sunday,June,Summer
21,22,Wind,175,Sunday,June,Summer
16,17,Solar,175,Sunday,June,Summer
15,16,Solar,175,Sunday,June,Summer
3,4,Wind,175,Sunday,June,Summer
12,13,Solar,175,Sunday,June,Summer
17,18,Solar,175,Sunday,June,Summer
7,8,Wind,175,Sunday,June,Summer
9,10,Solar,175,Sunday,June,Summer
8,9,Solar,175,Sunday,June,Summer
0,1,Wind,175,Sunday,June,Summer
6,7,Wind,175,Sunday,June,Summer
10,11,Solar,175,Sunday,June,Summer
18,19,Solar,175,Sunday,June,Summer
19,20,Solar,175,Sunday,June,Summer
22,23,Wind,175,Sunday,June,Summer
20,21,Wind,175,Sunday,June,Summer
23,0,Wind,175,Sunday,June,Summer
13,14,Solar,176,Monday,June,Summer
0,1,Wind,176,Monday,June,Summer
9,10,Solar,176,Monday,June,Summer
4,5,Wind,176,Monday,June,Summer
17,18,Solar,176,Monday,June,Summer
21,22,Wind,176,Monday,June,Summer
18,19,Solar,176,Monday,June,Summer
15,16,Solar,176,Monday,June,Summer
7,8,Wind,176,Monday,June,Summer
16,17,Solar,176,Monday,June,Summer
3,4,Wind,176,Monday,June,Summer
6,7,Wind,176,Monday,June,Summer
14,15,Solar,176,Monday,June,Summer
23,0,Wind,176,Monday,June,Summer
8,9,Solar,176,Monday,June,Summer
22,23,Wind,176,Monday,June,Summer
1,2,Wind,176,Monday,June,Summer
5,6,Wind,176,Monday,June,Summer
12,13,Solar,176,Monday,June,Summer
10,11,Solar,176,Monday,June,Summer
20,21,Wind,176,Monday,June,Summer
19,20,Wind,176,Monday,June,Summer
2,3,Wind,176,Monday,June,Summer
11,12,Solar,176,Monday,June,Summer
1,2,Wind,177,Tuesday,June,Summer
6,7,Wind,177,Tuesday,June,Summer
8,9,Solar,177,Tuesday,June,Summer
10,11,Solar,177,Tuesday,June,Summer
11,12,Solar,177,Tuesday,June,Summer
20,21,Wind,177,Tuesday,June,Summer
13,14,Solar,177,Tuesday,June,Summer
21,22,Wind,177,Tuesday,June,Summer
3,4,Wind,177,Tuesday,June,Summer
7,8,Wind,177,Tuesday,June,Summer
22,23,Wind,177,Tuesday,June,Summer
23,0,Wind,177,Tuesday,June,Summer
9,10,Solar,177,Tuesday,June,Summer
19,20,Wind,177,Tuesday,June,Summer
17,18,Solar,177,Tuesday,June,Summer
18,19,Solar,177,Tuesday,June,Summer
16,17,Solar,177,Tuesday,June,Summer
4,5,Wind,177,Tuesday,June,Summer
12,13,Solar,177,Tuesday,June,Summer
15,16,Solar,177,Tuesday,June,Summer
0,1,Wind,177,Tuesday,June,Summer
2,3,Wind,177,Tuesday,June,Summer
14,15,Solar,177,Tuesday,June,Summer
5,6,Wind,177,Tuesday,June,Summer
15,16,Solar,178,Wednesday,June,Summer
13,14,Solar,178,Wednesday,June,Summer
9,10,Solar,178,Wednesday,June,Summer
16,17,Solar,178,Wednesday,June,Summer
0,1,Wind,178,Wednesday,June,Summer
18,19,Solar,178,Wednesday,June,Summer
12,13,Solar,178,Wednesday,June,Summer
3,4,Wind,178,Wednesday,June,Summer
1,2,Wind,178,Wednesday,June,Summer
22,23,Wind,178,Wednesday,June,Summer
17,18,Solar,178,Wednesday,June,Summer
4,5,Wind,178,Wednesday,June,Summer
14,15,Solar,178,Wednesday,June,Summer
23,0,Wind,178,Wednesday,June,Summer
21,22,Wind,178,Wednesday,June,Summer
20,21,Wind,178,Wednesday,June,Summer
19,20,Solar,178,Wednesday,June,Summer
8,9,Solar,178,Wednesday,June,Summer
6,7,Wind,178,Wednesday,June,Summer
5,6,Wind,178,Wednesday,June,Summer
11,12,Solar,178,Wednesday,June,Summer
10,11,Solar,178,Wednesday,June,Summer
2,3,Wind,178,Wednesday,June,Summer
7,8,Wind,178,Wednesday,June,Summer
10,11,Solar,179,Thursday,June,Summer
1,2,Wind,179,Thursday,June,Summer
12,13,Solar,179,Thursday,June,Summer
5,6,Wind,179,Thursday,June,Summer
11,12,Solar,179,Thursday,June,Summer
14,15,Solar,179,Thursday,June,Summer
18,19,Wind,179,Thursday,June,Summer
17,18,Wind,179,Thursday,June,Summer
22,23,Wind,179,Thursday,June,Summer
20,21,Wind,179,Thursday,June,Summer
15,16,Solar,179,Thursday,June,Summer
8,9,Solar,179,Thursday,June,Summer
2,3,Wind,179,Thursday,June,Summer
9,10,Solar,179,Thursday,June,Summer
6,7,Wind,179,Thursday,June,Summer
19,20,Wind,179,Thursday,June,Summer
23,0,Wind,179,Thursday,June,Summer
0,1,Wind,179,Thursday,June,Summer
3,4,Wind,179,Thursday,June,Summer
4,5,Wind,179,Thursday,June,Summer
13,14,Solar,179,Thursday,June,Summer
16,17,Solar,179,Thursday,June,Summer
21,22,Wind,179,Thursday,June,Summer
7,8,Wind,179,Thursday,June,Summer
22,23,Wind,180,Friday,June,Summer
14,15,Solar,180,Friday,June,Summer
12,13,Solar,180,Friday,June,Summer
21,22,Wind,180,Friday,June,Summer
6,7,Wind,180,Friday,June,Summer
9,10,Solar,180,Friday,June,Summer
5,6,Wind,180,Friday,June,Summer
3,4,Wind,180,Friday,June,Summer
8,9,Solar,180,Friday,June,Summer
19,20,Solar,180,Friday,June,Summer
10,11,Solar,180,Friday,June,Summer
0,1,Wind,180,Friday,June,Summer
4,5,Wind,180,Friday,June,Summer
1,2,Wind,180,Friday,June,Summer
15,16,Solar,180,Friday,June,Summer
20,21,Wind,180,Friday,June,Summer
2,3,Wind,180,Friday,June,Summer
7,8,Wind,180,Friday,June,Summer
18,19,Solar,180,Friday,June,Summer
23,0,Wind,180,Friday,June,Summer
13,14,Solar,180,Friday,June,Summer
16,17,Solar,180,Friday,June,Summer
11,12,Solar,180,Friday,June,Summer
17,18,Solar,180,Friday,June,Summer
14,15,Solar,181,Saturday,June,Summer
2,3,Wind,181,Saturday,June,Summer
8,9,Wind,181,Saturday,June,Summer
7,8,Wind,181,Saturday,June,Summer
6,7,Wind,181,Saturday,June,Summer
3,4,Wind,181,Saturday,June,Summer
1,2,Wind,181,Saturday,June,Summer
5,6,Wind,181,Saturday,June,Summer
17,18,Wind,181,Saturday,June,Summer
9,10,Wind,181,Saturday,June,Summer
0,1,Wind,181,Saturday,June,Summer
18,19,Wind,181,Saturday,June,Summer
11,12,Solar,181,Saturday,June,Summer
15,16,Solar,181,Saturday,June,Summer
12,13,Solar,181,Saturday,June,Summer
16,17,Wind,181,Saturday,June,Summer
13,14,Solar,181,Saturday,June,Summer
20,21,Wind,181,Saturday,June,Summer
21,22,Wind,181,Saturday,June,Summer
10,11,Solar,181,Saturday,June,Summer
22,23,Wind,181,Saturday,June,Summer
19,20,Wind,181,Saturday,June,Summer
4,5,Wind,181,Saturday,June,Summer
23,0,Wind,181,Saturday,June,Summer
5,6,Wind,182,Sunday,June,Summer
17,18,Solar,182,Sunday,June,Summer
13,14,Solar,182,Sunday,June,Summer
9,10,Solar,182,Sunday,June,Summer
8,9,Wind,182,Sunday,June,Summer
3,4,Wind,182,Sunday,June,Summer
10,11,Solar,182,Sunday,June,Summer
22,23,Wind,182,Sunday,June,Summer
15,16,Solar,182,Sunday,June,Summer
21,22,Wind,182,Sunday,June,Summer
14,15,Solar,182,Sunday,June,Summer
16,17,Solar,182,Sunday,June,Summer
12,13,Solar,182,Sunday,June,Summer
20,21,Wind,182,Sunday,June,Summer
18,19,Solar,182,Sunday,June,Summer
2,3,Wind,182,Sunday,June,Summer
19,20,Wind,182,Sunday,June,Summer
23,0,Wind,182,Sunday,June,Summer
0,1,Wind,182,Sunday,June,Summer
1,2,Wind,182,Sunday,June,Summer
4,5,Wind,182,Sunday,June,Summer
6,7,Wind,182,Sunday,June,Summer
7,8,Wind,182,Sunday,June,Summer
11,12,Solar,182,Sunday,June,Summer
22,23,Wind,183,Monday,July,Summer
20,21,Wind,183,Monday,July,Summer
17,18,Wind,183,Monday,July,Summer
16,17,Solar,183,Monday,July,Summer
11,12,Solar,183,Monday,July,Summer
19,20,Wind,183,Monday,July,Summer
5,6,Wind,183,Monday,July,Summer
3,4,Wind,183,Monday,July,Summer
1,2,Wind,183,Monday,July,Summer
0,1,Wind,183,Monday,July,Summer
7,8,Wind,183,Monday,July,Summer
4,5,Wind,183,Monday,July,Summer
12,13,Solar,183,Monday,July,Summer
14,15,Solar,183,Monday,July,Summer
15,16,Solar,183,Monday,July,Summer
18,19,Wind,183,Monday,July,Summer
10,11,Solar,183,Monday,July,Summer
6,7,Wind,183,Monday,July,Summer
9,10,Solar,183,Monday,July,Summer
2,3,Wind,183,Monday,July,Summer
23,0,Wind,183,Monday,July,Summer
21,22,Wind,183,Monday,July,Summer
8,9,Solar,183,Monday,July,Summer
13,14,Solar,183,Monday,July,Summer
5,6,Wind,184,Tuesday,July,Summer
4,5,Wind,184,Tuesday,July,Summer
14,15,Solar,184,Tuesday,July,Summer
22,23,Wind,184,Tuesday,July,Summer
16,17,Wind,184,Tuesday,July,Summer
21,22,Wind,184,Tuesday,July,Summer
17,18,Wind,184,Tuesday,July,Summer
1,2,Wind,184,Tuesday,July,Summer
2,3,Wind,184,Tuesday,July,Summer
13,14,Solar,184,Tuesday,July,Summer
3,4,Wind,184,Tuesday,July,Summer
7,8,Wind,184,Tuesday,July,Summer
18,19,Wind,184,Tuesday,July,Summer
19,20,Wind,184,Tuesday,July,Summer
6,7,Wind,184,Tuesday,July,Summer
15,16,Solar,184,Tuesday,July,Summer
12,13,Solar,184,Tuesday,July,Summer
10,11,Solar,184,Tuesday,July,Summer
23,0,Wind,184,Tuesday,July,Summer
9,10,Solar,184,Tuesday,July,Summer
20,21,Wind,184,Tuesday,July,Summer
11,12,Solar,184,Tuesday,July,Summer
8,9,Wind,184,Tuesday,July,Summer
0,1,Wind,184,Tuesday,July,Summer
0,1,Wind,185,Wednesday,July,Summer
13,14,Solar,185,Wednesday,July,Summer
11,12,Solar,185,Wednesday,July,Summer
12,13,Solar,185,Wednesday,July,Summer
10,11,Solar,185,Wednesday,July,Summer
9,10,Solar,185,Wednesday,July,Summer
7,8,Wind,185,Wednesday,July,Summer
3,4,Wind,185,Wednesday,July,Summer
16,17,Wind,185,Wednesday,July,Summer
17,18,Wind,185,Wednesday,July,Summer
5,6,Wind,185,Wednesday,July,Summer
14,15,Solar,185,Wednesday,July,Summer
23,0,Wind,185,Wednesday,July,Summer
22,23,Wind,185,Wednesday,July,Summer
18,19,Wind,185,Wednesday,July,Summer
21,22,Wind,185,Wednesday,July,Summer
2,3,Wind,185,Wednesday,July,Summer
19,20,Wind,185,Wednesday,July,Summer
6,7,Wind,185,Wednesday,July,Summer
15,16,Wind,185,Wednesday,July,Summer
8,9,Wind,185,Wednesday,July,Summer
20,21,Wind,185,Wednesday,July,Summer
1,2,Wind,185,Wednesday,July,Summer
4,5,Wind,185,Wednesday,July,Summer
20,21,Wind,186,Thursday,July,Summer
5,6,Wind,186,Thursday,July,Summer
7,8,Wind,186,Thursday,July,Summer
17,18,Wind,186,Thursday,July,Summer
12,13,Wind,186,Thursday,July,Summer
22,23,Wind,186,Thursday,July,Summer
19,20,Wind,186,Thursday,July,Summer
3,4,Wind,186,Thursday,July,Summer
21,22,Wind,186,Thursday,July,Summer
11,12,Wind,186,Thursday,July,Summer
10,11,Wind,186,Thursday,July,Summer
14,15,Wind,186,Thursday,July,Summer
15,16,Wind,186,Thursday,July,Summer
18,19,Wind,186,Thursday,July,Summer
16,17,Wind,186,Thursday,July,Summer
1,2,Wind,186,Thursday,July,Summer
13,14,Wind,186,Thursday,July,Summer
4,5,Wind,186,Thursday,July,Summer
8,9,Wind,186,Thursday,July,Summer
9,10,Wind,186,Thursday,July,Summer
6,7,Wind,186,Thursday,July,Summer
23,0,Wind,186,Thursday,July,Summer
2,3,Wind,186,Thursday,July,Summer
0,1,Wind,186,Thursday,July,Summer
7,8,Wind,187,Friday,July,Summer
2,3,Wind,187,Friday,July,Summer
17,18,Solar,187,Friday,July,Summer
16,17,Solar,187,Friday,July,Summer
20,21,Wind,187,Friday,July,Summer
12,13,Solar,187,Friday,July,Summer
19,20,Wind,187,Friday,July,Summer
9,10,Solar,187,Friday,July,Summer
4,5,Wind,187,Friday,July,Summer
11,12,Solar,187,Friday,July,Summer
3,4,Wind,187,Friday,July,Summer
0,1,Wind,187,Friday,July,Summer
21,22,Wind,187,Friday,July,Summer
8,9,Wind,187,Friday,July,Summer
6,7,Wind,187,Friday,July,Summer
10,11,Solar,187,Friday,July,Summer
22,23,Wind,187,Friday,July,Summer
1,2,Wind,187,Friday,July,Summer
5,6,Wind,187,Friday,July,Summer
13,14,Solar,187,Friday,July,Summer
23,0,Wind,187,Friday,July,Summer
15,16,Solar,187,Friday,July,Summer
18,19,Solar,187,Friday,July,Summer
14,15,Solar,187,Friday,July,Summer
10,11,Wind,188,Saturday,July,Summer
7,8,Wind,188,Saturday,July,Summer
8,9,Wind,188,Saturday,July,Summer
23,0,Wind,188,Saturday,July,Summer
15,16,Wind,188,Saturday,July,Summer
20,21,Wind,188,Saturday,July,Summer
11,12,Wind,188,Saturday,July,Summer
5,6,Wind,188,Saturday,July,Summer
13,14,Wind,188,Saturday,July,Summer
18,19,Wind,188,Saturday,July,Summer
3,4,Wind,188,Saturday,July,Summer
2,3,Wind,188,Saturday,July,Summer
19,20,Wind,188,Saturday,July,Summer
17,18,Wind,188,Saturday,July,Summer
9,10,Wind,188,Saturday,July,Summer
21,22,Wind,188,Saturday,July,Summer
14,15,Wind,188,Saturday,July,Summer
16,17,Wind,188,Saturday,July,Summer
12,13,Wind,188,Saturday,July,Summer
6,7,Wind,188,Saturday,July,Summer
0,1,Wind,188,Saturday,July,Summer
22,23,Wind,188,Saturday,July,Summer
4,5,Wind,188,Saturday,July,Summer
1,2,Wind,188,Saturday,July,Summer
21,22,Wind,189,Sunday,July,Summer
14,15,Solar,189,Sunday,July,Summer
12,13,Solar,189,Sunday,July,Summer
20,21,Wind,189,Sunday,July,Summer
18,19,Wind,189,Sunday,July,Summer
10,11,Solar,189,Sunday,July,Summer
16,17,Solar,189,Sunday,July,Summer
7,8,Wind,189,Sunday,July,Summer
13,14,Solar,189,Sunday,July,Summer
4,5,Wind,189,Sunday,July,Summer
9,10,Solar,189,Sunday,July,Summer
1,2,Wind,189,Sunday,July,Summer
23,0,Wind,189,Sunday,July,Summer
15,16,Solar,189,Sunday,July,Summer
22,23,Wind,189,Sunday,July,Summer
17,18,Solar,189,Sunday,July,Summer
11,12,Solar,189,Sunday,July,Summer
5,6,Wind,189,Sunday,July,Summer
0,1,Wind,189,Sunday,July,Summer
2,3,Wind,189,Sunday,July,Summer
3,4,Wind,189,Sunday,July,Summer
6,7,Wind,189,Sunday,July,Summer
19,20,Wind,189,Sunday,July,Summer
8,9,Wind,189,Sunday,July,Summer
14,15,Solar,190,Monday,July,Summer
7,8,Wind,190,Monday,July,Summer
12,13,Solar,190,Monday,July,Summer
11,12,Solar,190,Monday,July,Summer
21,22,Wind,190,Monday,July,Summer
2,3,Wind,190,Monday,July,Summer
4,5,Wind,190,Monday,July,Summer
5,6,Wind,190,Monday,July,Summer
10,11,Solar,190,Monday,July,Summer
18,19,Solar,190,Monday,July,Summer
19,20,Solar,190,Monday,July,Summer
20,21,Wind,190,Monday,July,Summer
17,18,Solar,190,Monday,July,Summer
3,4,Wind,190,Monday,July,Summer
6,7,Wind,190,Monday,July,Summer
22,23,Wind,190,Monday,July,Summer
8,9,Solar,190,Monday,July,Summer
9,10,Solar,190,Monday,July,Summer
15,16,Solar,190,Monday,July,Summer
23,0,Wind,190,Monday,July,Summer
16,17,Solar,190,Monday,July,Summer
13,14,Solar,190,Monday,July,Summer
0,1,Wind,190,Monday,July,Summer
1,2,Wind,190,Monday,July,Summer
5,6,Wind,191,Tuesday,July,Summer
8,9,Wind,191,Tuesday,July,Summer
9,10,Solar,191,Tuesday,July,Summer
16,17,Wind,191,Tuesday,July,Summer
17,18,Wind,191,Tuesday,July,Summer
20,21,Wind,191,Tuesday,July,Summer
14,15,Solar,191,Tuesday,July,Summer
19,20,Wind,191,Tuesday,July,Summer
12,13,Solar,191,Tuesday,July,Summer
7,8,Wind,191,Tuesday,July,Summer
4,5,Wind,191,Tuesday,July,Summer
3,4,Wind,191,Tuesday,July,Summer
0,1,Wind,191,Tuesday,July,Summer
13,14,Solar,191,Tuesday,July,Summer
6,7,Wind,191,Tuesday,July,Summer
1,2,Wind,191,Tuesday,July,Summer
23,0,Wind,191,Tuesday,July,Summer
21,22,Wind,191,Tuesday,July,Summer
22,23,Wind,191,Tuesday,July,Summer
15,16,Solar,191,Tuesday,July,Summer
11,12,Solar,191,Tuesday,July,Summer
10,11,Solar,191,Tuesday,July,Summer
2,3,Wind,191,Tuesday,July,Summer
18,19,Wind,191,Tuesday,July,Summer
0,1,Wind,192,Wednesday,July,Summer
8,9,Wind,192,Wednesday,July,Summer
1,2,Wind,192,Wednesday,July,Summer
10,11,Solar,192,Wednesday,July,Summer
13,14,Solar,192,Wednesday,July,Summer
17,18,Solar,192,Wednesday,July,Summer
11,12,Solar,192,Wednesday,July,Summer
3,4,Wind,192,Wednesday,July,Summer
4,5,Wind,192,Wednesday,July,Summer
9,10,Solar,192,Wednesday,July,Summer
14,15,Solar,192,Wednesday,July,Summer
15,16,Solar,192,Wednesday,July,Summer
18,19,Wind,192,Wednesday,July,Summer
6,7,Wind,192,Wednesday,July,Summer
7,8,Wind,192,Wednesday,July,Summer
5,6,Wind,192,Wednesday,July,Summer
21,22,Wind,192,Wednesday,July,Summer
12,13,Solar,192,Wednesday,July,Summer
2,3,Wind,192,Wednesday,July,Summer
19,20,Wind,192,Wednesday,July,Summer
16,17,Solar,192,Wednesday,July,Summer
22,23,Wind,192,Wednesday,July,Summer
20,21,Wind,192,Wednesday,July,Summer
23,0,Wind,192,Wednesday,July,Summer
6,7,Wind,193,Thursday,July,Summer
3,4,Wind,193,Thursday,July,Summer
4,5,Wind,193,Thursday,July,Summer
0,1,Wind,193,Thursday,July,Summer
13,14,Solar,193,Thursday,July,Summer
8,9,Solar,193,Thursday,July,Summer
20,21,Wind,193,Thursday,July,Summer
9,10,Solar,193,Thursday,July,Summer
18,19,Solar,193,Thursday,July,Summer
14,15,Solar,193,Thursday,July,Summer
16,17,Solar,193,Thursday,July,Summer
22,23,Wind,193,Thursday,July,Summer
23,0,Wind,193,Thursday,July,Summer
2,3,Wind,193,Thursday,July,Summer
21,22,Wind,193,Thursday,July,Summer
7,8,Wind,193,Thursday,July,Summer
17,18,Solar,193,Thursday,July,Summer
19,20,Wind,193,Thursday,July,Summer
11,12,Solar,193,Thursday,July,Summer
10,11,Solar,193,Thursday,July,Summer
12,13,Solar,193,Thursday,July,Summer
5,6,Wind,193,Thursday,July,Summer
1,2,Wind,193,Thursday,July,Summer
15,16,Solar,193,Thursday,July,Summer
22,23,Wind,194,Friday,July,Summer
19,20,Wind,194,Friday,July,Summer
18,19,Wind,194,Friday,July,Summer
15,16,Solar,194,Friday,July,Summer
14,15,Solar,194,Friday,July,Summer
10,11,Wind,194,Friday,July,Summer
9,10,Wind,194,Friday,July,Summer
1,2,Wind,194,Friday,July,Summer
11,12,Solar,194,Friday,July,Summer
7,8,Wind,194,Friday,July,Summer
23,0,Wind,194,Friday,July,Summer
21,22,Wind,194,Friday,July,Summer
5,6,Wind,194,Friday,July,Summer
3,4,Wind,194,Friday,July,Summer
0,1,Wind,194,Friday,July,Summer
6,7,Wind,194,Friday,July,Summer
2,3,Wind,194,Friday,July,Summer
20,21,Wind,194,Friday,July,Summer
16,17,Solar,194,Friday,July,Summer
8,9,Wind,194,Friday,July,Summer
13,14,Solar,194,Friday,July,Summer
17,18,Wind,194,Friday,July,Summer
12,13,Solar,194,Friday,July,Summer
4,5,Wind,194,Friday,July,Summer
2,3,Wind,195,Saturday,July,Summer
8,9,Solar,195,Saturday,July,Summer
10,11,Solar,195,Saturday,July,Summer
15,16,Solar,195,Saturday,July,Summer
23,0,Wind,195,Saturday,July,Summer
13,14,Solar,195,Saturday,July,Summer
17,18,Solar,195,Saturday,July,Summer
22,23,Wind,195,Saturday,July,Summer
20,21,Solar,195,Saturday,July,Summer
18,19,Solar,195,Saturday,July,Summer
12,13,Solar,195,Saturday,July,Summer
9,10,Solar,195,Saturday,July,Summer
6,7,Wind,195,Saturday,July,Summer
4,5,Wind,195,Saturday,July,Summer
19,20,Solar,195,Saturday,July,Summer
1,2,Wind,195,Saturday,July,Summer
21,22,Wind,195,Saturday,July,Summer
14,15,Solar,195,Saturday,July,Summer
16,17,Solar,195,Saturday,July,Summer
11,12,Solar,195,Saturday,July,Summer
7,8,Wind,195,Saturday,July,Summer
5,6,Wind,195,Saturday,July,Summer
0,1,Wind,195,Saturday,July,Summer
3,4,Wind,195,Saturday,July,Summer
12,13,Solar,196,Sunday,July,Summer
3,4,Wind,196,Sunday,July,Summer
6,7,Wind,196,Sunday,July,Summer
9,10,Solar,196,Sunday,July,Summer
20,21,Solar,196,Sunday,July,Summer
7,8,Solar,196,Sunday,July,Summer
18,19,Solar,196,Sunday,July,Summer
22,23,Wind,196,Sunday,July,Summer
19,20,Solar,196,Sunday,July,Summer
13,14,Solar,196,Sunday,July,Summer
8,9,Solar,196,Sunday,July,Summer
4,5,Wind,196,Sunday,July,Summer
21,22,Wind,196,Sunday,July,Summer
1,2,Wind,196,Sunday,July,Summer
16,17,Solar,196,Sunday,July,Summer
2,3,Wind,196,Sunday,July,Summer
10,11,Solar,196,Sunday,July,Summer
14,15,Solar,196,Sunday,July,Summer
15,16,Solar,196,Sunday,July,Summer
5,6,Wind,196,Sunday,July,Summer
17,18,Solar,196,Sunday,July,Summer
0,1,Wind,196,Sunday,July,Summer
23,0,Wind,196,Sunday,July,Summer
11,12,Solar,196,Sunday,July,Summer
14,15,Solar,197,Monday,July,Summer
3,4,Wind,197,Monday,July,Summer
18,19,Wind,197,Monday,July,Summer
7,8,Wind,197,Monday,July,Summer
2,3,Wind,197,Monday,July,Summer
5,6,Wind,197,Monday,July,Summer
19,20,Wind,197,Monday,July,Summer
22,23,Wind,197,Monday,July,Summer
11,12,Solar,197,Monday,July,Summer
6,7,Wind,197,Monday,July,Summer
17,18,Wind,197,Monday,July,Summer
4,5,Wind,197,Monday,July,Summer
9,10,Solar,197,Monday,July,Summer
16,17,Wind,197,Monday,July,Summer
15,16,Wind,197,Monday,July,Summer
12,13,Solar,197,Monday,July,Summer
0,1,Wind,197,Monday,July,Summer
8,9,Wind,197,Monday,July,Summer
13,14,Solar,197,Monday,July,Summer
20,21,Wind,197,Monday,July,Summer
1,2,Wind,197,Monday,July,Summer
23,0,Wind,197,Monday,July,Summer
10,11,Solar,197,Monday,July,Summer
21,22,Wind,197,Monday,July,Summer
17,18,Wind,198,Tuesday,July,Summer
15,16,Wind,198,Tuesday,July,Summer
10,11,Wind,198,Tuesday,July,Summer
0,1,Wind,198,Tuesday,July,Summer
21,22,Wind,198,Tuesday,July,Summer
3,4,Wind,198,Tuesday,July,Summer
5,6,Wind,198,Tuesday,July,Summer
8,9,Wind,198,Tuesday,July,Summer
9,10,Wind,198,Tuesday,July,Summer
16,17,Wind,198,Tuesday,July,Summer
22,23,Wind,198,Tuesday,July,Summer
23,0,Wind,198,Tuesday,July,Summer
2,3,Wind,198,Tuesday,July,Summer
19,20,Wind,198,Tuesday,July,Summer
11,12,Wind,198,Tuesday,July,Summer
12,13,Wind,198,Tuesday,July,Summer
18,19,Wind,198,Tuesday,July,Summer
20,21,Wind,198,Tuesday,July,Summer
7,8,Wind,198,Tuesday,July,Summer
1,2,Wind,198,Tuesday,July,Summer
13,14,Wind,198,Tuesday,July,Summer
4,5,Wind,198,Tuesday,July,Summer
6,7,Wind,198,Tuesday,July,Summer
14,15,Wind,198,Tuesday,July,Summer
8,9,Solar,199,Wednesday,July,Summer
1,2,Wind,199,Wednesday,July,Summer
0,1,Wind,199,Wednesday,July,Summer
5,6,Wind,199,Wednesday,July,Summer
22,23,Wind,199,Wednesday,July,Summer
11,12,Solar,199,Wednesday,July,Summer
4,5,Wind,199,Wednesday,July,Summer
17,18,Solar,199,Wednesday,July,Summer
16,17,Solar,199,Wednesday,July,Summer
12,13,Solar,199,Wednesday,July,Summer
10,11,Solar,199,Wednesday,July,Summer
3,4,Wind,199,Wednesday,July,Summer
9,10,Solar,199,Wednesday,July,Summer
20,21,Solar,199,Wednesday,July,Summer
23,0,Wind,199,Wednesday,July,Summer
18,19,Solar,199,Wednesday,July,Summer
14,15,Solar,199,Wednesday,July,Summer
7,8,Wind,199,Wednesday,July,Summer
6,7,Wind,199,Wednesday,July,Summer
2,3,Wind,199,Wednesday,July,Summer
21,22,Wind,199,Wednesday,July,Summer
19,20,Solar,199,Wednesday,July,Summer
13,14,Solar,199,Wednesday,July,Summer
15,16,Solar,199,Wednesday,July,Summer
3,4,Wind,200,Thursday,July,Summer
2,3,Wind,200,Thursday,July,Summer
1,2,Wind,200,Thursday,July,Summer
15,16,Solar,200,Thursday,July,Summer
5,6,Wind,200,Thursday,July,Summer
20,21,Wind,200,Thursday,July,Summer
14,15,Solar,200,Thursday,July,Summer
21,22,Wind,200,Thursday,July,Summer
23,0,Wind,200,Thursday,July,Summer
9,10,Solar,200,Thursday,July,Summer
8,9,Solar,200,Thursday,July,Summer
4,5,Wind,200,Thursday,July,Summer
6,7,Wind,200,Thursday,July,Summer
17,18,Solar,200,Thursday,July,Summer
7,8,Wind,200,Thursday,July,Summer
10,11,Solar,200,Thursday,July,Summer
13,14,Solar,200,Thursday,July,Summer
