Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Production,Season,Source,Start_Hour
5/8/2020,Friday,129,4,May,2146,Spring,Wind,3
5/8/2020,Friday,129,7,May,2233,Spring,Wind,6
5/8/2020,Friday,129,16,May,4332,Spring,Solar,15
5/8/2020,Friday,129,17,May,3988,Spring,Solar,16
5/8/2020,Friday,129,20,May,1974,Spring,Wind,19
5/8/2020,Friday,129,22,May,2057,Spring,Wind,21
5/8/2020,Friday,129,21,May,1748,Spring,Wind,20
5/8/2020,Friday,129,5,May,2082,Spring,Wind,4
5/8/2020,Friday,129,1,May,2310,Spring,Wind,0
5/8/2020,Friday,129,10,May,3298,Spring,Wind,9
5/8/2020,Friday,129,6,May,2157,Spring,Wind,5
5/8/2020,Friday,129,3,May,2259,Spring,Wind,2
5/8/2020,Friday,129,8,May,2515,Spring,Wind,7
5/8/2020,Friday,129,23,May,2368,Spring,Wind,22
5/8/2020,Friday,129,13,May,4778,Spring,Solar,12
5/9/2020,Saturday,130,15,May,4125,Spring,Solar,14
5/9/2020,Saturday,130,1,May,2676,Spring,Wind,0
5/9/2020,Saturday,130,2,May,2588,Spring,Wind,1
5/9/2020,Saturday,130,13,May,3720,Spring,Solar,12
5/9/2020,Saturday,130,3,May,2433,Spring,Wind,2
5/9/2020,Saturday,130,7,May,1698,Spring,Wind,6
5/9/2020,Saturday,130,11,May,2779,Spring,Solar,10
5/9/2020,Saturday,130,17,May,3228,Spring,Solar,16
5/9/2020,Saturday,130,22,May,2056,Spring,Wind,21
5/9/2020,Saturday,130,20,May,1900,Spring,Wind,19
5/9/2020,Saturday,130,9,May,2089,Spring,Wind,8
5/9/2020,Saturday,130,6,May,1685,Spring,Wind,5
5/9/2020,Saturday,130,4,May,2208,Spring,Wind,3
5/9/2020,Saturday,130,0,May,2655,Spring,Wind,23
5/9/2020,Saturday,130,18,May,2629,Spring,Wind,17
5/9/2020,Saturday,130,23,May,2618,Spring,Wind,22
5/9/2020,Saturday,130,12,May,3231,Spring,Solar,11
5/9/2020,Saturday,130,21,May,1820,Spring,Wind,20
5/9/2020,Saturday,130,16,May,3764,Spring,Solar,15
5/9/2020,Saturday,130,14,May,4164,Spring,Solar,13
5/9/2020,Saturday,130,5,May,1859,Spring,Wind,4
5/9/2020,Saturday,130,8,May,1746,Spring,Wind,7
5/9/2020,Saturday,130,10,May,2390,Spring,Solar,9
5/9/2020,Saturday,130,19,May,2119,Spring,Wind,18
5/10/2020,Sunday,131,9,May,2008,Spring,Wind,8
5/10/2020,Sunday,131,2,May,2436,Spring,Wind,1
5/10/2020,Sunday,131,14,May,2623,Spring,Wind,13
5/10/2020,Sunday,131,1,May,2352,Spring,Wind,0
5/10/2020,Sunday,131,10,May,2200,Spring,Wind,9
5/10/2020,Sunday,131,8,May,1987,Spring,Wind,7
5/10/2020,Sunday,131,23,May,8543,Spring,Wind,22
5/10/2020,Sunday,131,11,May,2276,Spring,Wind,10
5/10/2020,Sunday,131,6,May,2056,Spring,Wind,5
5/10/2020,Sunday,131,15,May,2883,Spring,Wind,14
5/10/2020,Sunday,131,13,May,2636,Spring,Wind,12
5/10/2020,Sunday,131,3,May,2326,Spring,Wind,2
5/10/2020,Sunday,131,5,May,1999,Spring,Wind,4
5/10/2020,Sunday,131,22,May,7773,Spring,Wind,21
5/10/2020,Sunday,131,21,May,6827,Spring,Wind,20
5/10/2020,Sunday,131,20,May,5714,Spring,Wind,19
5/10/2020,Sunday,131,18,May,4035,Spring,Wind,17
5/10/2020,Sunday,131,17,May,3659,Spring,Wind,16
5/10/2020,Sunday,131,16,May,3271,Spring,Wind,15
5/10/2020,Sunday,131,4,May,2119,Spring,Wind,3
5/10/2020,Sunday,131,0,May,8962,Spring,Wind,23
5/10/2020,Sunday,131,19,May,4802,Spring,Wind,18
5/10/2020,Sunday,131,12,May,2511,Spring,Wind,11
5/10/2020,Sunday,131,7,May,2043,Spring,Wind,6
5/11/2020,Monday,132,9,May,12575,Spring,Wind,8
5/11/2020,Monday,132,4,May,9361,Spring,Wind,3
5/11/2020,Monday,132,8,May,12319,Spring,Wind,7
5/11/2020,Monday,132,16,May,12482,Spring,Wind,15
5/11/2020,Monday,132,1,May,8835,Spring,Wind,0
5/11/2020,Monday,132,2,May,9243,Spring,Wind,1
5/11/2020,Monday,132,12,May,13104,Spring,Wind,11
5/11/2020,Monday,132,17,May,12334,Spring,Wind,16
5/11/2020,Monday,132,7,May,11556,Spring,Wind,6
5/11/2020,Monday,132,23,May,7514,Spring,Wind,22
5/11/2020,Monday,132,15,May,12706,Spring,Wind,14
5/11/2020,Monday,132,0,May,7114,Spring,Wind,23
5/11/2020,Monday,132,22,May,8357,Spring,Wind,21
5/11/2020,Monday,132,19,May,11450,Spring,Wind,18
5/11/2020,Monday,132,5,May,9699,Spring,Wind,4
5/11/2020,Monday,132,3,May,9685,Spring,Wind,2
5/11/2020,Monday,132,6,May,10139,Spring,Wind,5
5/11/2020,Monday,132,13,May,13164,Spring,Wind,12
5/11/2020,Monday,132,10,May,12877,Spring,Wind,9
5/11/2020,Monday,132,14,May,12947,Spring,Wind,13
5/11/2020,Monday,132,11,May,13109,Spring,Wind,10
5/11/2020,Monday,132,21,May,9278,Spring,Wind,20
5/11/2020,Monday,132,20,May,10528,Spring,Wind,19
5/11/2020,Monday,132,18,May,12105,Spring,Wind,17
5/12/2020,Tuesday,133,9,May,4677,Spring,Wind,8
5/12/2020,Tuesday,133,7,May,5427,Spring,Wind,6
5/12/2020,Tuesday,133,15,May,5011,Spring,Wind,14
5/12/2020,Tuesday,133,16,May,4798,Spring,Wind,15
5/12/2020,Tuesday,133,6,May,5759,Spring,Wind,5
5/12/2020,Tuesday,133,4,May,6543,Spring,Wind,3
5/12/2020,Tuesday,133,11,May,5731,Spring,Wind,10
5/12/2020,Tuesday,133,1,May,6736,Spring,Wind,0
5/12/2020,Tuesday,133,2,May,6643,Spring,Wind,1
5/12/2020,Tuesday,133,23,May,2925,Spring,Wind,22
5/12/2020,Tuesday,133,19,May,3837,Spring,Wind,18
5/12/2020,Tuesday,133,18,May,4300,Spring,Wind,17
5/12/2020,Tuesday,133,20,May,3094,Spring,Wind,19
5/12/2020,Tuesday,133,17,May,4595,Spring,Wind,16
5/12/2020,Tuesday,133,8,May,4993,Spring,Wind,7
5/12/2020,Tuesday,133,0,May,3307,Spring,Wind,23
5/12/2020,Tuesday,133,10,May,5210,Spring,Wind,9
5/12/2020,Tuesday,133,5,May,6376,Spring,Wind,4
5/12/2020,Tuesday,133,12,May,5861,Spring,Wind,11
5/12/2020,Tuesday,133,13,May,5747,Spring,Wind,12
5/12/2020,Tuesday,133,14,May,5427,Spring,Wind,13
5/12/2020,Tuesday,133,21,May,2540,Spring,Wind,20
5/12/2020,Tuesday,133,22,May,2535,Spring,Wind,21
5/12/2020,Tuesday,133,3,May,6693,Spring,Wind,2
5/13/2020,Wednesday,134,6,May,3497,Spring,Wind,5
5/13/2020,Wednesday,134,12,May,6222,Spring,Wind,11
5/13/2020,Wednesday,134,20,May,8135,Spring,Wind,19
5/13/2020,Wednesday,134,23,May,7025,Spring,Wind,22
5/13/2020,Wednesday,134,8,May,4225,Spring,Wind,7
5/13/2020,Wednesday,134,16,May,8553,Spring,Wind,15
5/13/2020,Wednesday,134,11,May,5295,Spring,Wind,10
5/13/2020,Wednesday,134,22,May,7166,Spring,Wind,21
5/13/2020,Wednesday,134,5,May,3306,Spring,Wind,4
5/13/2020,Wednesday,134,21,May,7492,Spring,Wind,20
5/13/2020,Wednesday,134,15,May,7957,Spring,Wind,14
5/13/2020,Wednesday,134,2,May,3264,Spring,Wind,1
5/13/2020,Wednesday,134,4,May,3174,Spring,Wind,3
5/13/2020,Wednesday,134,0,May,7165,Spring,Wind,23
5/13/2020,Wednesday,134,17,May,8804,Spring,Wind,16
5/13/2020,Wednesday,134,1,May,3209,Spring,Wind,0
5/13/2020,Wednesday,134,18,May,8860,Spring,Wind,17
5/13/2020,Wednesday,134,13,May,6906,Spring,Wind,12
5/13/2020,Wednesday,134,10,May,4071,Spring,Wind,9
5/13/2020,Wednesday,134,9,May,3774,Spring,Wind,8
5/13/2020,Wednesday,134,7,May,3858,Spring,Wind,6
5/13/2020,Wednesday,134,3,May,3187,Spring,Wind,2
5/13/2020,Wednesday,134,14,May,7531,Spring,Wind,13
5/13/2020,Wednesday,134,19,May,8593,Spring,Wind,18
5/14/2020,Thursday,135,17,May,10816,Spring,Wind,16
5/14/2020,Thursday,135,18,May,10500,Spring,Wind,17
5/14/2020,Thursday,135,11,May,10073,Spring,Wind,10
5/14/2020,Thursday,135,1,May,7251,Spring,Wind,0
5/14/2020,Thursday,135,5,May,6929,Spring,Wind,4
5/14/2020,Thursday,135,4,May,6925,Spring,Wind,3
5/14/2020,Thursday,135,13,May,10868,Spring,Wind,12
5/14/2020,Thursday,135,16,May,10960,Spring,Wind,15
5/14/2020,Thursday,135,19,May,10138,Spring,Wind,18
5/14/2020,Thursday,135,8,May,7194,Spring,Wind,7
5/14/2020,Thursday,135,6,May,6901,Spring,Wind,5
5/14/2020,Thursday,135,3,May,7051,Spring,Wind,2
5/14/2020,Thursday,135,2,May,7248,Spring,Wind,1
5/14/2020,Thursday,135,22,May,8377,Spring,Wind,21
5/14/2020,Thursday,135,0,May,8600,Spring,Wind,23
5/14/2020,Thursday,135,20,May,9682,Spring,Wind,19
5/14/2020,Thursday,135,23,May,8480,Spring,Wind,22
5/14/2020,Thursday,135,21,May,8848,Spring,Wind,20
5/14/2020,Thursday,135,15,May,11137,Spring,Wind,14
5/14/2020,Thursday,135,12,May,10466,Spring,Wind,11
5/14/2020,Thursday,135,9,May,7607,Spring,Wind,8
5/14/2020,Thursday,135,14,May,11062,Spring,Wind,13
5/14/2020,Thursday,135,10,May,9068,Spring,Wind,9
5/14/2020,Thursday,135,7,May,7070,Spring,Wind,6
5/15/2020,Friday,136,6,May,6575,Spring,Wind,5
5/15/2020,Friday,136,2,May,7960,Spring,Wind,1
5/15/2020,Friday,136,17,May,5825,Spring,Wind,16
5/15/2020,Friday,136,20,May,3538,Spring,Wind,19
5/15/2020,Friday,136,21,May,2935,Spring,Wind,20
5/15/2020,Friday,136,0,May,4868,Spring,Wind,23
5/15/2020,Friday,136,1,May,8261,Spring,Wind,0
5/15/2020,Friday,136,5,May,6934,Spring,Wind,4
5/15/2020,Friday,136,8,May,5575,Spring,Wind,7
5/15/2020,Friday,136,14,May,7485,Spring,Wind,13
5/15/2020,Friday,136,23,May,4534,Spring,Wind,22
5/15/2020,Friday,136,11,May,6556,Spring,Wind,10
5/15/2020,Friday,136,7,May,6218,Spring,Wind,6
5/15/2020,Friday,136,19,May,4342,Spring,Wind,18
5/15/2020,Friday,136,22,May,3435,Spring,Wind,21
5/15/2020,Friday,136,10,May,5485,Spring,Wind,9
5/15/2020,Friday,136,18,May,5100,Spring,Wind,17
5/15/2020,Friday,136,16,May,6423,Spring,Wind,15
5/15/2020,Friday,136,15,May,6985,Spring,Wind,14
5/15/2020,Friday,136,13,May,7997,Spring,Wind,12
5/15/2020,Friday,136,12,May,7708,Spring,Wind,11
5/15/2020,Friday,136,3,May,7692,Spring,Wind,2
5/15/2020,Friday,136,9,May,5073,Spring,Wind,8
5/15/2020,Friday,136,4,May,7329,Spring,Wind,3
5/16/2020,Saturday,137,22,May,3514,Spring,Wind,21
5/16/2020,Saturday,137,3,May,3519,Spring,Wind,2
5/16/2020,Saturday,137,4,May,3151,Spring,Wind,3
5/16/2020,Saturday,137,16,May,3872,Spring,Solar,15
5/16/2020,Saturday,137,12,May,3775,Spring,Solar,11
5/16/2020,Saturday,137,8,May,2201,Spring,Wind,7
5/16/2020,Saturday,137,2,May,4029,Spring,Wind,1
5/16/2020,Saturday,137,18,May,3934,Spring,Wind,17
5/16/2020,Saturday,137,23,May,4055,Spring,Wind,22
5/16/2020,Saturday,137,9,May,1958,Spring,Wind,8
5/16/2020,Saturday,137,15,May,3891,Spring,Solar,14
5/16/2020,Saturday,137,20,May,3474,Spring,Wind,19
5/16/2020,Saturday,137,11,May,3117,Spring,Solar,10
5/16/2020,Saturday,137,7,May,2202,Spring,Wind,6
5/16/2020,Saturday,137,17,May,3934,Spring,Solar,16
5/16/2020,Saturday,137,14,May,3993,Spring,Solar,13
5/16/2020,Saturday,137,0,May,4229,Spring,Wind,23
5/16/2020,Saturday,137,1,May,4546,Spring,Wind,0
5/16/2020,Saturday,137,5,May,2813,Spring,Wind,4
5/16/2020,Saturday,137,13,May,4121,Spring,Solar,12
5/16/2020,Saturday,137,19,May,3719,Spring,Wind,18
5/16/2020,Saturday,137,21,May,3193,Spring,Wind,20
5/16/2020,Saturday,137,10,May,2316,Spring,Solar,9
5/16/2020,Saturday,137,6,May,2418,Spring,Wind,5
5/17/2020,Sunday,138,21,May,2136,Spring,Wind,20
5/17/2020,Sunday,138,20,May,2676,Spring,Wind,19
5/17/2020,Sunday,138,12,May,5171,Spring,Solar,11
5/17/2020,Sunday,138,7,May,2819,Spring,Wind,6
5/17/2020,Sunday,138,5,May,2909,Spring,Wind,4
5/17/2020,Sunday,138,10,May,3573,Spring,Solar,9
5/17/2020,Sunday,138,11,May,4507,Spring,Solar,10
5/17/2020,Sunday,138,13,May,5352,Spring,Solar,12
5/17/2020,Sunday,138,15,May,4953,Spring,Solar,14
5/17/2020,Sunday,138,3,May,3595,Spring,Wind,2
5/17/2020,Sunday,138,19,May,3522,Spring,Wind,18
5/17/2020,Sunday,138,22,May,2142,Spring,Wind,21
5/17/2020,Sunday,138,23,May,2263,Spring,Wind,22
5/17/2020,Sunday,138,1,May,4170,Spring,Wind,0
5/17/2020,Sunday,138,2,May,3844,Spring,Wind,1
5/17/2020,Sunday,138,18,May,4250,Spring,Solar,17
5/17/2020,Sunday,138,4,May,3144,Spring,Wind,3
5/17/2020,Sunday,138,9,May,2690,Spring,Wind,8
5/17/2020,Sunday,138,0,May,2263,Spring,Wind,23
5/17/2020,Sunday,138,14,May,4953,Spring,Solar,13
5/17/2020,Sunday,138,8,May,2723,Spring,Wind,7
5/17/2020,Sunday,138,6,May,2864,Spring,Wind,5
5/17/2020,Sunday,138,17,May,4448,Spring,Solar,16
5/17/2020,Sunday,138,16,May,4763,Spring,Solar,15
5/18/2020,Monday,139,12,May,4748,Spring,Solar,11
5/18/2020,Monday,139,18,May,4683,Spring,Solar,17
5/18/2020,Monday,139,19,May,4153,Spring,Wind,18
5/18/2020,Monday,139,20,May,3310,Spring,Wind,19
5/18/2020,Monday,139,0,May,4354,Spring,Wind,23
5/18/2020,Monday,139,17,May,4991,Spring,Solar,16
5/18/2020,Monday,139,4,May,2064,Spring,Wind,3
5/18/2020,Monday,139,8,May,1817,Spring,Wind,7
5/18/2020,Monday,139,11,May,4062,Spring,Solar,10
5/18/2020,Monday,139,9,May,2267,Spring,Solar,8
5/18/2020,Monday,139,2,May,2365,Spring,Wind,1
5/18/2020,Monday,139,5,May,1960,Spring,Wind,4
5/18/2020,Monday,139,14,May,5284,Spring,Solar,13
5/18/2020,Monday,139,3,May,2241,Spring,Wind,2
5/18/2020,Monday,139,1,May,2325,Spring,Wind,0
5/18/2020,Monday,139,7,May,1689,Spring,Wind,6
5/18/2020,Monday,139,22,May,3280,Spring,Wind,21
5/18/2020,Monday,139,10,May,3162,Spring,Solar,9
5/18/2020,Monday,139,15,May,5369,Spring,Solar,14
5/18/2020,Monday,139,21,May,2841,Spring,Wind,20
5/18/2020,Monday,139,6,May,1868,Spring,Wind,5
5/18/2020,Monday,139,16,May,5270,Spring,Solar,15
5/18/2020,Monday,139,13,May,5116,Spring,Solar,12
5/18/2020,Monday,139,23,May,3869,Spring,Wind,22
5/19/2020,Tuesday,140,10,May,3681,Spring,Solar,9
5/19/2020,Tuesday,140,15,May,5795,Spring,Solar,14
5/19/2020,Tuesday,140,1,May,4528,Spring,Wind,0
5/19/2020,Tuesday,140,5,May,3446,Spring,Wind,4
5/19/2020,Tuesday,140,14,May,5807,Spring,Solar,13
5/19/2020,Tuesday,140,21,May,3101,Spring,Wind,20
5/19/2020,Tuesday,140,3,May,4172,Spring,Wind,2
5/19/2020,Tuesday,140,18,May,5432,Spring,Wind,17
5/19/2020,Tuesday,140,11,May,4412,Spring,Solar,10
5/19/2020,Tuesday,140,9,May,3094,Spring,Wind,8
5/19/2020,Tuesday,140,22,May,3356,Spring,Wind,21
5/19/2020,Tuesday,140,6,May,3219,Spring,Wind,5
5/19/2020,Tuesday,140,4,May,3748,Spring,Wind,3
5/19/2020,Tuesday,140,2,May,4542,Spring,Wind,1
5/19/2020,Tuesday,140,17,May,5877,Spring,Solar,16
5/19/2020,Tuesday,140,19,May,4568,Spring,Wind,18
5/19/2020,Tuesday,140,20,May,3748,Spring,Wind,19
5/19/2020,Tuesday,140,23,May,3873,Spring,Wind,22
5/19/2020,Tuesday,140,16,May,5922,Spring,Solar,15
5/19/2020,Tuesday,140,12,May,5071,Spring,Solar,11
5/19/2020,Tuesday,140,13,May,5615,Spring,Solar,12
5/19/2020,Tuesday,140,7,May,3004,Spring,Wind,6
5/19/2020,Tuesday,140,8,May,2969,Spring,Wind,7
5/19/2020,Tuesday,140,0,May,4187,Spring,Wind,23
5/20/2020,Wednesday,141,1,May,4144,Spring,Wind,0
5/20/2020,Wednesday,141,4,May,3113,Spring,Wind,3
5/20/2020,Wednesday,141,6,May,2818,Spring,Wind,5
5/20/2020,Wednesday,141,10,May,3373,Spring,Solar,9
5/20/2020,Wednesday,141,16,May,5220,Spring,Solar,15
5/20/2020,Wednesday,141,21,May,1510,Spring,Wind,20
5/20/2020,Wednesday,141,22,May,1728,Spring,Wind,21
5/20/2020,Wednesday,141,0,May,2593,Spring,Wind,23
5/20/2020,Wednesday,141,23,May,2194,Spring,Wind,22
5/20/2020,Wednesday,141,3,May,3379,Spring,Wind,2
5/20/2020,Wednesday,141,2,May,3846,Spring,Wind,1
5/20/2020,Wednesday,141,18,May,4182,Spring,Solar,17
5/20/2020,Wednesday,141,5,May,2877,Spring,Wind,4
5/20/2020,Wednesday,141,9,May,2983,Spring,Wind,8
5/20/2020,Wednesday,141,14,May,5433,Spring,Solar,13
5/20/2020,Wednesday,141,19,May,3248,Spring,Solar,18
5/20/2020,Wednesday,141,7,May,2856,Spring,Wind,6
5/20/2020,Wednesday,141,8,May,3063,Spring,Wind,7
5/20/2020,Wednesday,141,12,May,5051,Spring,Solar,11
5/20/2020,Wednesday,141,15,May,5383,Spring,Solar,14
5/20/2020,Wednesday,141,20,May,2143,Spring,Wind,19
5/20/2020,Wednesday,141,11,May,4245,Spring,Solar,10
5/20/2020,Wednesday,141,13,May,5452,Spring,Solar,12
5/20/2020,Wednesday,141,17,May,4857,Spring,Solar,16
5/21/2020,Thursday,142,1,May,2748,Spring,Wind,0
5/21/2020,Thursday,142,15,May,4337,Spring,Solar,14
5/21/2020,Thursday,142,3,May,2366,Spring,Wind,2
5/21/2020,Thursday,142,4,May,2029,Spring,Wind,3
5/21/2020,Thursday,142,20,May,1210,Spring,Solar,19
5/21/2020,Thursday,142,8,May,1690,Spring,Wind,7
5/21/2020,Thursday,142,6,May,1502,Spring,Wind,5
5/21/2020,Thursday,142,22,May,660,Spring,Wind,21
5/21/2020,Thursday,142,17,May,3675,Spring,Solar,16
5/21/2020,Thursday,142,2,May,2665,Spring,Wind,1
5/21/2020,Thursday,142,19,May,2130,Spring,Solar,18
5/21/2020,Thursday,142,9,May,2055,Spring,Solar,8
5/21/2020,Thursday,142,11,May,3264,Spring,Solar,10
5/21/2020,Thursday,142,0,May,1366,Spring,Wind,23
5/21/2020,Thursday,142,23,May,960,Spring,Wind,22
5/21/2020,Thursday,142,12,May,3955,Spring,Solar,11
5/21/2020,Thursday,142,14,May,4337,Spring,Solar,13
5/21/2020,Thursday,142,7,May,1477,Spring,Wind,6
5/21/2020,Thursday,142,10,May,2543,Spring,Solar,9
5/21/2020,Thursday,142,13,May,4269,Spring,Solar,12
5/21/2020,Thursday,142,16,May,4062,Spring,Solar,15
5/21/2020,Thursday,142,5,May,1726,Spring,Wind,4
5/21/2020,Thursday,142,21,May,600,Spring,Wind,20
5/21/2020,Thursday,142,18,May,2989,Spring,Solar,17
5/22/2020,Friday,143,1,May,2057,Spring,Wind,0
5/22/2020,Friday,143,18,May,6372,Spring,Wind,17
5/22/2020,Friday,143,23,May,1824,Spring,Wind,22
5/22/2020,Friday,143,19,May,5162,Spring,Wind,18
5/22/2020,Friday,143,17,May,7240,Spring,Wind,16
5/22/2020,Friday,143,10,May,4790,Spring,Wind,9
5/22/2020,Friday,143,0,May,1663,Spring,Wind,23
5/22/2020,Friday,143,7,May,3939,Spring,Wind,6
5/22/2020,Friday,143,5,May,3981,Spring,Wind,4
5/22/2020,Friday,143,12,May,5531,Spring,Solar,11
5/22/2020,Friday,143,14,May,6982,Spring,Solar,13
5/22/2020,Friday,143,2,May,2758,Spring,Wind,1
5/22/2020,Friday,143,9,May,4489,Spring,Wind,8
5/22/2020,Friday,143,22,May,2177,Spring,Wind,21
5/22/2020,Friday,143,21,May,2791,Spring,Wind,20
5/22/2020,Friday,143,20,May,3861,Spring,Wind,19
5/22/2020,Friday,143,13,May,6168,Spring,Solar,12
5/22/2020,Friday,143,8,May,4098,Spring,Wind,7
5/22/2020,Friday,143,11,May,5050,Spring,Solar,10
5/22/2020,Friday,143,15,May,7553,Spring,Wind,14
5/22/2020,Friday,143,4,May,3725,Spring,Wind,3
5/22/2020,Friday,143,16,May,7717,Spring,Wind,15
5/22/2020,Friday,143,3,May,3225,Spring,Wind,2
5/22/2020,Friday,143,6,May,3933,Spring,Wind,5
5/23/2020,Saturday,144,20,May,7295,Spring,Wind,19
5/23/2020,Saturday,144,3,May,1626,Spring,Wind,2
5/23/2020,Saturday,144,17,May,8607,Spring,Wind,16
5/23/2020,Saturday,144,1,May,1584,Spring,Wind,0
5/23/2020,Saturday,144,0,May,4447,Spring,Wind,23
5/23/2020,Saturday,144,22,May,4988,Spring,Wind,21
5/23/2020,Saturday,144,16,May,8605,Spring,Wind,15
5/23/2020,Saturday,144,7,May,2524,Spring,Wind,6
5/23/2020,Saturday,144,9,May,4079,Spring,Wind,8
5/23/2020,Saturday,144,10,May,4797,Spring,Wind,9
5/23/2020,Saturday,144,12,May,6408,Spring,Wind,11
5/23/2020,Saturday,144,14,May,7862,Spring,Wind,13
5/23/2020,Saturday,144,18,May,8350,Spring,Wind,17
5/23/2020,Saturday,144,21,May,6050,Spring,Wind,20
5/23/2020,Saturday,144,23,May,4615,Spring,Wind,22
5/23/2020,Saturday,144,19,May,8118,Spring,Wind,18
5/23/2020,Saturday,144,13,May,7228,Spring,Wind,12
5/23/2020,Saturday,144,11,May,5749,Spring,Wind,10
5/23/2020,Saturday,144,8,May,3360,Spring,Wind,7
5/23/2020,Saturday,144,15,May,8368,Spring,Wind,14
5/23/2020,Saturday,144,5,May,1943,Spring,Wind,4
5/23/2020,Saturday,144,4,May,1673,Spring,Wind,3
5/23/2020,Saturday,144,6,May,2176,Spring,Wind,5
5/23/2020,Saturday,144,2,May,1614,Spring,Wind,1
5/24/2020,Sunday,145,21,May,1985,Spring,Wind,20
5/24/2020,Sunday,145,0,May,2435,Spring,Wind,23
5/24/2020,Sunday,145,23,May,2207,Spring,Wind,22
5/24/2020,Sunday,145,22,May,1907,Spring,Wind,21
5/24/2020,Sunday,145,13,May,6191,Spring,Solar,12
5/24/2020,Sunday,145,9,May,3372,Spring,Wind,8
5/24/2020,Sunday,145,7,May,2936,Spring,Wind,6
5/24/2020,Sunday,145,20,May,2814,Spring,Wind,19
5/24/2020,Sunday,145,17,May,5174,Spring,Solar,16
5/24/2020,Sunday,145,6,May,3046,Spring,Wind,5
5/24/2020,Sunday,145,10,May,4270,Spring,Wind,9
5/24/2020,Sunday,145,19,May,3922,Spring,Wind,18
5/24/2020,Sunday,145,18,May,4591,Spring,Solar,17
5/24/2020,Sunday,145,15,May,5804,Spring,Solar,14
5/24/2020,Sunday,145,11,May,4874,Spring,Solar,10
5/24/2020,Sunday,145,3,May,3759,Spring,Wind,2
5/24/2020,Sunday,145,12,May,5543,Spring,Solar,11
5/24/2020,Sunday,145,4,May,3512,Spring,Wind,3
5/24/2020,Sunday,145,1,May,4384,Spring,Wind,0
5/24/2020,Sunday,145,2,May,3967,Spring,Wind,1
5/24/2020,Sunday,145,5,May,3284,Spring,Wind,4
5/24/2020,Sunday,145,8,May,2972,Spring,Wind,7
5/24/2020,Sunday,145,14,May,5849,Spring,Solar,13
5/24/2020,Sunday,145,16,May,5556,Spring,Solar,15
5/25/2020,Monday,146,3,May,2840,Spring,Wind,2
5/25/2020,Monday,146,9,May,2574,Spring,Solar,8
5/25/2020,Monday,146,15,May,5870,Spring,Solar,14
5/25/2020,Monday,146,16,May,5770,Spring,Solar,15
5/25/2020,Monday,146,18,May,4958,Spring,Solar,17
5/25/2020,Monday,146,20,May,3358,Spring,Wind,19
5/25/2020,Monday,146,17,May,5450,Spring,Solar,16
5/25/2020,Monday,146,12,May,5412,Spring,Solar,11
5/25/2020,Monday,146,8,May,2487,Spring,Wind,7
5/25/2020,Monday,146,5,May,2479,Spring,Wind,4
5/25/2020,Monday,146,1,May,2543,Spring,Wind,0
5/25/2020,Monday,146,19,May,4228,Spring,Wind,18
5/25/2020,Monday,146,7,May,2387,Spring,Wind,6
5/25/2020,Monday,146,23,May,3368,Spring,Wind,22
5/25/2020,Monday,146,10,May,3473,Spring,Solar,9
5/25/2020,Monday,146,2,May,2769,Spring,Wind,1
5/25/2020,Monday,146,14,May,5882,Spring,Solar,13
5/25/2020,Monday,146,21,May,2657,Spring,Wind,20
5/25/2020,Monday,146,22,May,2713,Spring,Wind,21
5/25/2020,Monday,146,0,May,3958,Spring,Wind,23
5/25/2020,Monday,146,11,May,4658,Spring,Solar,10
5/25/2020,Monday,146,13,May,5786,Spring,Solar,12
5/25/2020,Monday,146,4,May,2680,Spring,Wind,3
5/25/2020,Monday,146,6,May,2382,Spring,Wind,5
5/26/2020,Tuesday,147,18,May,6931,Spring,Wind,17
5/26/2020,Tuesday,147,17,May,7320,Spring,Wind,16
5/26/2020,Tuesday,147,9,May,2998,Spring,Wind,8
5/26/2020,Tuesday,147,2,May,4094,Spring,Wind,1
5/26/2020,Tuesday,147,14,May,7674,Spring,Solar,13
5/26/2020,Tuesday,147,21,May,4237,Spring,Wind,20
5/26/2020,Tuesday,147,12,May,6929,Spring,Solar,11
5/26/2020,Tuesday,147,11,May,5389,Spring,Solar,10
5/26/2020,Tuesday,147,8,May,3233,Spring,Wind,7
5/26/2020,Tuesday,147,7,May,3338,Spring,Wind,6
5/26/2020,Tuesday,147,0,May,5768,Spring,Wind,23
5/26/2020,Tuesday,147,15,May,7627,Spring,Solar,14
5/26/2020,Tuesday,147,23,May,5299,Spring,Wind,22
5/26/2020,Tuesday,147,1,May,4117,Spring,Wind,0
5/26/2020,Tuesday,147,10,May,3767,Spring,Solar,9
5/26/2020,Tuesday,147,19,May,6277,Spring,Wind,18
5/26/2020,Tuesday,147,20,May,5208,Spring,Wind,19
5/26/2020,Tuesday,147,4,May,3652,Spring,Wind,3
5/26/2020,Tuesday,147,5,May,3483,Spring,Wind,4
5/26/2020,Tuesday,147,3,May,3913,Spring,Wind,2
5/26/2020,Tuesday,147,16,May,7491,Spring,Solar,15
5/26/2020,Tuesday,147,22,May,4408,Spring,Wind,21
5/26/2020,Tuesday,147,13,May,7653,Spring,Solar,12
5/26/2020,Tuesday,147,6,May,3355,Spring,Wind,5
5/27/2020,Wednesday,148,6,May,3501,Spring,Wind,5
5/27/2020,Wednesday,148,1,May,5625,Spring,Wind,0
5/27/2020,Wednesday,148,4,May,4011,Spring,Wind,3
